id,wp_id,slug,status,title,description_html,description_text,permalink,region,categories,featured_image_url,gallery_image_urls,wp_created,wp_modified
92,700,albertine,publish,Albertine,"<p><span style=""text-decoration: underline;""><strong>Why Albertine ?</strong></span></p>
<p data-start=""153"" data-end=""170""><strong data-start=""153"" data-end=""170"">Universities:</strong></p>
<ul data-start=""172"" data-end=""388"">
<li data-start=""172"" data-end=""221""><strong data-start=""174"" data-end=""201"">University of Melbourne</strong>: Approximately 3 km</li>
<li data-start=""222"" data-end=""263""><strong data-start=""224"" data-end=""243"">RMIT University</strong>: Approximately 3 km</li>
<li data-start=""264"" data-end=""326""><strong data-start=""266"" data-end=""306"">Monash University (Caulfield Campus)</strong>: Approximately 8 km</li>
<li data-start=""327"" data-end=""388""><strong data-start=""329"" data-end=""367"">Deakin University (Burwood Campus)</strong>: Approximately 15 km</li>
</ul>
<p data-start=""0"" data-end=""14""><strong data-start=""0"" data-end=""14"">Landmarks:</strong></p>
<ul data-start=""16"" data-end=""151"">
<li data-start=""16"" data-end=""62""><strong data-start=""18"" data-end=""42"">Albert Park and Lake</strong>: Approximately 1 km</li>
<li data-start=""63"" data-end=""151""><strong data-start=""65"" data-end=""91"">Queen Victoria Gardens</strong>: Approximately 1.5 km</li>
</ul>
<p> </p>",Why Albertine ? Universities: University of Melbourne : Approximately 3 km RMIT University : Approximately 3 km Monash University (Caulfield Campus) : Approximately 8 km Deakin University (Burwood Campus) : Approximately 15 km Landmarks: Albert Park and Lake : Approximately 1 km Queen Victoria Gardens : Approximately 1.5 km,https://agent.sathomson.com.au/listing/albertine/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/al1.png,null,9/25/2024 3:25,6/27/2025 6:23
93,671,domain-house,publish,Domain House,"<p><span style=""text-decoration: underline;""><strong>Why Domain House ?</strong></span></p>
<p>Domain House is located near the Melbourne CBD, offering proximity to various universities and landmarks. Here are the closest universities and landmarks:</p>
<p><strong>### **Universities:**</strong><br />
1. **University of Melbourne (Southbank Campus – Victorian College of the Arts)**<br />
Approximately 1.5 km away (5-minute drive or 20-minute walk), located near St Kilda Road and part of the Southbank arts precinct.</p>
<p>2. **RMIT University (City Campus)**<br />
Approximately 3 km away (10-minute drive or 30-minute tram ride), located in the Melbourne CBD.</p>
<p>3. **Victoria University (City Flinders Campus)**<br />
Approximately 2.5 km away (8-minute drive or 20-minute tram ride), located near Flinders Street Station in the CBD.</p>
<p>4. **Swinburne University of Technology (Prahran Campus)**<br />
Approximately 4 km away (10-minute drive), located in nearby Prahran.</p>
<p>5. **Monash University (Caulfield Campus)**<br />
Approximately 8 km away (15-20 minute drive), located in Caulfield.</p>
<p><strong>### **Landmarks:**</strong><br />
1. **South Melbourne Market**<br />
Approximately 500 meters away (7-minute walk), a famous market offering fresh produce, gourmet food, and local goods.</p>
<p>2. **Albert Park Lake**<br />
Approximately 1 km away (10-minute walk), a large recreational area known for walking trails, boating, and the Australian Grand Prix.</p>
<p>3. **Royal Botanic Gardens**<br />
Approximately 1.5 km away (5-minute drive or 20-minute walk), a large garden with walking paths, lakes, and native plant displays.</p>
<p>4. **Shrine of Remembrance**<br />
Approximately 1.5 km away (5-minute drive or 15-minute walk), a war memorial and Melbourne landmark offering views of the city.</p>
<p> </p>","Why Domain House ? Domain House is located near the Melbourne CBD, offering proximity to various universities and landmarks. Here are the closest universities and landmarks: ### **Universities:** 1. **University of Melbourne (Southbank Campus – Victorian College of the Arts)** Approximately 1.5 km away (5-minute drive or 20-minute walk), located near St Kilda Road and part of the Southbank arts precinct. 2. **RMIT University (City Campus)** Approximately 3 km away (10-minute drive or 30-minute tram ride), located in the Melbourne CBD. 3. **Victoria University (City Flinders Campus)** Approximately 2.5 km away (8-minute drive or 20-minute tram ride), located near Flinders Street Station in the CBD. 4. **Swinburne University of Technology (Prahran Campus)** Approximately 4 km away (10-minute drive), located in nearby Prahran. 5. **Monash University (Caulfield Campus)** Approximately 8 km away (15-20 minute drive), located in Caulfield. ### **Landmarks:** 1. **South Melbourne Market** Approximately 500 meters away (7-minute walk), a famous market offering fresh produce, gourmet food, and local goods. 2. **Albert Park Lake** Approximately 1 km away (10-minute walk), a large recreational area known for walking trails, boating, and the Australian Grand Prix. 3. **Royal Botanic Gardens** Approximately 1.5 km away (5-minute drive or 20-minute walk), a large garden with walking paths, lakes, and native plant displays. 4. **Shrine of Remembrance** Approximately 1.5 km away (5-minute drive or 15-minute walk), a war memorial and Melbourne landmark offering views of the city.",https://agent.sathomson.com.au/listing/domain-house/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/dh3.png,null,9/24/2024 7:45,9/24/2024 7:56
94,662,motif,publish,Motif,"<p><span style=""text-decoration: underline;""><strong>Why Motif?</strong></span></p>
<p><strong>Universities:</strong></p>
<ol>
<li><strong>1.0 km</strong> – Deakin University, Waterfront Campus</li>
</ol>
<p><strong>Landmarks:</strong></p>
<ol>
<li><strong>0.5 km</strong> – Geelong Railway Station</li>
<li><strong>1.0 km</strong> – Geelong Waterfront</li>
<li><strong>1.2 km</strong> – Cunningham Pier</li>
<li><strong>1.5 km</strong> – Eastern Beach</li>
<li><strong>1.8 km</strong> – Geelong Botanic Gardens</li>
</ol>
<p> </p>
<p style=""font-weight: 400;"">✅ Uninterrupted water views from most apartments</p>
<p style=""font-weight: 400;"">✅ Very low apartment supply – Motif is the only build-to-sell apartment building currently under construction in Central Geelong</p>
<p style=""font-weight: 400;"">✅ High rental demand from huge local workforce, Deakin and RMIT Universities, and major infrastructure projects</p>
<p style=""font-weight: 400;"">✅ Close proximity to Westfield Geelong and Pakington Street’s premium retail high street</p>
<p style=""font-weight: 400;"">✅ Stamp duty savings available for eligible buyers</p>
<p style=""font-weight: 400;"">✅ Rental guarantees available on select apartments</p>
<p style=""font-weight: 400;"">✅ Individual car parks in the secure basement – no car stackers or lifts</p>
<p style=""font-weight: 400;"">✅ Individual storage cages – no over-bonnet storage</p>
<p style=""font-weight: 400;"">✅ Walking distance to the new Geelong Convention Centre and major employers such as Barwon Health (over 4,000 employees)</p>
<p> </p>
<p><strong>Notes:</strong></p>
<p>This project also offers Pethouses with 2 and 3 Bed options. Visit  display suite at 11 James Street, Geelong.<br />
Al Bogdani | 0467 747 393</p>","Why Motif? Universities: 1.0 km – Deakin University, Waterfront Campus Landmarks: 0.5 km – Geelong Railway Station 1.0 km – Geelong Waterfront 1.2 km – Cunningham Pier 1.5 km – Eastern Beach 1.8 km – Geelong Botanic Gardens ✅ Uninterrupted water views from most apartments ✅ Very low apartment supply – Motif is the only build-to-sell apartment building currently under construction in Central Geelong ✅ High rental demand from huge local workforce, Deakin and RMIT Universities, and major infrastructure projects ✅ Close proximity to Westfield Geelong and Pakington Street’s premium retail high street ✅ Stamp duty savings available for eligible buyers ✅ Rental guarantees available on select apartments ✅ Individual car parks in the secure basement – no car stackers or lifts ✅ Individual storage cages – no over-bonnet storage ✅ Walking distance to the new Geelong Convention Centre and major employers such as Barwon Health (over 4,000 employees) Notes: This project also offers Pethouses with 2 and 3 Bed options. Visit display suite at 11 James Street, Geelong. Al Bogdani | 0467 747 393",https://agent.sathomson.com.au/listing/motif/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/mot2.png,null,9/24/2024 7:15,8/4/2025 12:42
95,651,como-terrace,publish,Como Terrace,"<p data-start=""111"" data-end=""128""><strong>Why Como Terrace?</strong></p>
<p data-start=""111"" data-end=""128""><strong data-start=""111"" data-end=""128"">Universities:</strong></p>
<ul data-start=""130"" data-end=""241"">
<li data-start=""130"" data-end=""190"">
<p data-start=""132"" data-end=""190""><strong data-start=""132"" data-end=""170"">Swinburne University of Technology</strong>: Approximately 4 km</p>
</li>
<li data-start=""192"" data-end=""241"">
<p data-start=""194"" data-end=""241""><strong data-start=""194"" data-end=""221"">University of Melbourne</strong>: Approximately 5 km</p>
</li>
</ul>
<p data-start=""243"" data-end=""257""><strong data-start=""243"" data-end=""257"">Landmarks:</strong></p>
<ul data-start=""259"" data-end=""525"">
<li data-start=""259"" data-end=""315"">
<p data-start=""261"" data-end=""315""><strong data-start=""261"" data-end=""295"">Royal Botanic Gardens Victoria</strong>: Approximately 1 km</p>
</li>
<li data-start=""317"" data-end=""360"">
<p data-start=""319"" data-end=""360""><strong data-start=""319"" data-end=""340"">Federation Square</strong>: Approximately 3 km</p>
</li>
<li data-start=""362"" data-end=""418"">
<p data-start=""364"" data-end=""418""><strong data-start=""364"" data-end=""398"">Melbourne Cricket Ground (MCG)</strong>: Approximately 3 km</p>
</li>
<li data-start=""420"" data-end=""476"">
<p data-start=""422"" data-end=""476""><strong data-start=""422"" data-end=""454"">National Gallery of Victoria</strong>: Approximately 2.5 km</p>
</li>
<li data-start=""478"" data-end=""525"">
<p data-start=""480"" data-end=""525""><strong data-start=""480"" data-end=""505"">Shrine of Remembrance</strong>: Approximately 2 km</p>
</li>
</ul>",Why Como Terrace? Universities: Swinburne University of Technology : Approximately 4 km University of Melbourne : Approximately 5 km Landmarks: Royal Botanic Gardens Victoria : Approximately 1 km Federation Square : Approximately 3 km Melbourne Cricket Ground (MCG) : Approximately 3 km National Gallery of Victoria : Approximately 2.5 km Shrine of Remembrance : Approximately 2 km,https://agent.sathomson.com.au/listing/como-terrace/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/Alexandra-Collection-14.png,null,9/24/2024 6:49,3/3/2025 7:02
96,639,premier-tower,publish,Premier Tower,"<p><strong>Why Premier Tower?</strong></p>
<p>Spencer Street, Melbourne VIC 3000, runs through the western side of the Melbourne CBD and is home to Southern Cross Station, making it a highly connected area. Here are the closest universities and landmarks:</p>
<p><strong>Universities:</strong></p>
<ol>
<li><strong>1.5 km</strong> – RMIT University, City Campus</li>
<li><strong>2.5 km</strong> – University of Melbourne, Parkville Campus</li>
</ol>
<p><strong>Landmarks:</strong></p>
<ol>
<li><strong>0.1 km</strong> – Southern Cross Station</li>
<li><strong>0.5 km</strong> – Docklands Stadium (Marvel Stadium)</li>
<li><strong>1.0 km</strong> – Crown Casino and Entertainment Complex</li>
<li><strong>1.2 km</strong> – Melbourne Convention and Exhibition Centre</li>
<li><strong>1.5 km</strong> – Federation Square</li>
<li><strong>1.8 km</strong> – National Gallery of Victoria</li>
</ol>
<p> </p>","Why Premier Tower? Spencer Street, Melbourne VIC 3000, runs through the western side of the Melbourne CBD and is home to Southern Cross Station, making it a highly connected area. Here are the closest universities and landmarks: Universities: 1.5 km – RMIT University, City Campus 2.5 km – University of Melbourne, Parkville Campus Landmarks: 0.1 km – Southern Cross Station 0.5 km – Docklands Stadium (Marvel Stadium) 1.0 km – Crown Casino and Entertainment Complex 1.2 km – Melbourne Convention and Exhibition Centre 1.5 km – Federation Square 1.8 km – National Gallery of Victoria",https://agent.sathomson.com.au/listing/premier-tower/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/p5.png,null,9/24/2024 5:58,1/20/2025 1:22
97,630,uno,publish,Uno,"<p><span style=""text-decoration: underline;""><strong>Why Uno?</strong></span></p>
<p><strong>### **Universities:**</strong><br />
1. **RMIT University (City Campus)**<br />
Located directly on A’Beckett Street, within a few minutes’ walk from most points on the street.</p>
<p>2. **University of Melbourne (Parkville Campus)**<br />
Approximately 1.5 km away (15-20 minute walk or 5-minute tram ride), located just north of the CBD in Parkville.</p>
<p>3. **La Trobe University (City Campus)**<br />
Approximately 1 km away (10-minute walk), located near Collins Street in the CBD.</p>
<p>4. **Victoria University (City Queen Campus)**<br />
Approximately 900 meters away (10-minute walk), located on Queen Street in the CBD.</p>
<p>5. **Monash University (Law Chambers – CBD)**<br />
Approximately 1.5 km away (15-minute walk), located on Collins Street.</p>
<p><strong>### **Landmarks:**</strong><br />
1. **Queen Victoria Market**<br />
Approximately 400 meters away (5-minute walk), Melbourne’s iconic open-air market for fresh produce, food, and more.</p>
<p>2. **Flagstaff Gardens**<br />
Approximately 500 meters away (6-minute walk), a large green space ideal for relaxing.</p>
<p>3. **Melbourne Central**<br />
Approximately 300 meters away (4-minute walk), a major shopping center and public transport hub.</p>
<p> </p>","Why Uno? ### **Universities:** 1. **RMIT University (City Campus)** Located directly on A’Beckett Street, within a few minutes’ walk from most points on the street. 2. **University of Melbourne (Parkville Campus)** Approximately 1.5 km away (15-20 minute walk or 5-minute tram ride), located just north of the CBD in Parkville. 3. **La Trobe University (City Campus)** Approximately 1 km away (10-minute walk), located near Collins Street in the CBD. 4. **Victoria University (City Queen Campus)** Approximately 900 meters away (10-minute walk), located on Queen Street in the CBD. 5. **Monash University (Law Chambers – CBD)** Approximately 1.5 km away (15-minute walk), located on Collins Street. ### **Landmarks:** 1. **Queen Victoria Market** Approximately 400 meters away (5-minute walk), Melbourne’s iconic open-air market for fresh produce, food, and more. 2. **Flagstaff Gardens** Approximately 500 meters away (6-minute walk), a large green space ideal for relaxing. 3. **Melbourne Central** Approximately 300 meters away (4-minute walk), a major shopping center and public transport hub.",https://agent.sathomson.com.au/listing/uno/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/u2.png,null,9/24/2024 3:46,9/24/2024 8:24
98,620,aspire-melbourne,publish,Aspire Melbourne,"<p><span style=""text-decoration: underline;""><strong>Why Aspire Melbourne ?</strong></span></p>
<p><strong>Universities:</strong></p>
<ol>
<li><strong>0.8 km</strong> – RMIT University, City Campus</li>
<li><strong>1.5 km</strong> – University of Melbourne, Parkville Campus</li>
</ol>
<p><strong>Landmarks:</strong></p>
<ol>
<li><strong>0.3 km</strong> – Flagstaff Gardens</li>
<li><strong>0.5 km</strong> – Queen Victoria Market</li>
<li><strong>0.7 km</strong> – Marvel Stadium</li>
<li><strong>1.0 km</strong> – Melbourne Central Shopping Centre</li>
<li><strong>1.2 km</strong> – Bourke Street Mall</li>
<li><strong>1.5 km</strong> – Federation Square</li>
</ol>","Why Aspire Melbourne ? Universities: 0.8 km – RMIT University, City Campus 1.5 km – University of Melbourne, Parkville Campus Landmarks: 0.3 km – Flagstaff Gardens 0.5 km – Queen Victoria Market 0.7 km – Marvel Stadium 1.0 km – Melbourne Central Shopping Centre 1.2 km – Bourke Street Mall 1.5 km – Federation Square",https://agent.sathomson.com.au/listing/aspire-melbourne/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/CARA10129_299-King-St_IA04_Lvl-9-Dining.jpg,null,9/23/2024 8:26,1/20/2025 2:01
99,612,st-boulevard-magnolia,publish,St Boulevard – Magnolia,"<p><span style=""text-decoration: underline;""><strong>Why St Boulevard – Magnolia?</strong></span></p>
<p>Magnolia is one of three buildings of the St Boulevard which consists with other buildings named Ginko, Anaca.</p>
<p><strong>### **Universities:**</strong><br />
1. **University of Melbourne (Southbank Campus – Victorian College of the Arts)**<br />
Approximately 2.3 km away (6-minute drive or 25-minute walk), located in the Southbank arts precinct.</p>
<p>2. **Swinburne University of Technology (Prahran Campus)**<br />
Approximately 3 km away (8-minute drive), located in nearby Prahran.</p>
<p>3. **RMIT University (City Campus)**<br />
Approximately 3.5 km away (10-minute drive or 25-minute tram ride).</p>
<p>4. **Monash University (Caulfield Campus)**<br />
Approximately 6 km away (15-minute drive), located in Caulfield.</p>
<p>5. **Victoria University (City Flinders Campus)**<br />
Approximately 4 km away (10-minute drive), located in the Melbourne CBD.</p>
<p><strong>### **Landmarks:**</strong><br />
1. **Albert Park Lake**<br />
Approximately 700 meters away (9-minute walk), a large recreational park famous for its lake and the Australian Grand Prix.</p>
<p>2. **Royal Botanic Gardens**<br />
Approximately 2 km away (5-minute drive or 20-minute walk), a popular Melbourne landmark for walking, gardens, and nature.</p>
<p>3. **Shrine of Remembrance**<br />
Approximately 2.2 km away (5-minute drive), a major war memorial with great views of the city.</p>
<p>4. **National Gallery of Victoria (NGV)**<br />
Approximately 2.7 km away (7-minute drive), one of Australia’s major art galleries located on St Kilda Road.</p>
<p>5. **Flinders Street Station**<br />
Approximately 3.5 km away (10-minute drive or 20-minute tram ride), one of Melbourne’s most iconic landmarks and central train stations.</p>
<p> </p>
<p> </p>","Why St Boulevard – Magnolia? Magnolia is one of three buildings of the St Boulevard which consists with other buildings named Ginko, Anaca. ### **Universities:** 1. **University of Melbourne (Southbank Campus – Victorian College of the Arts)** Approximately 2.3 km away (6-minute drive or 25-minute walk), located in the Southbank arts precinct. 2. **Swinburne University of Technology (Prahran Campus)** Approximately 3 km away (8-minute drive), located in nearby Prahran. 3. **RMIT University (City Campus)** Approximately 3.5 km away (10-minute drive or 25-minute tram ride). 4. **Monash University (Caulfield Campus)** Approximately 6 km away (15-minute drive), located in Caulfield. 5. **Victoria University (City Flinders Campus)** Approximately 4 km away (10-minute drive), located in the Melbourne CBD. ### **Landmarks:** 1. **Albert Park Lake** Approximately 700 meters away (9-minute walk), a large recreational park famous for its lake and the Australian Grand Prix. 2. **Royal Botanic Gardens** Approximately 2 km away (5-minute drive or 20-minute walk), a popular Melbourne landmark for walking, gardens, and nature. 3. **Shrine of Remembrance** Approximately 2.2 km away (5-minute drive), a major war memorial with great views of the city. 4. **National Gallery of Victoria (NGV)** Approximately 2.7 km away (7-minute drive), one of Australia’s major art galleries located on St Kilda Road. 5. **Flinders Street Station** Approximately 3.5 km away (10-minute drive or 20-minute tram ride), one of Melbourne’s most iconic landmarks and central train stations.",https://agent.sathomson.com.au/listing/st-boulevard-magnolia/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/mag1.jpg,null,9/23/2024 8:07,8/4/2025 6:42
100,601,aria-melbourne,publish,Aria Melbourne,"<p data-start=""100"" data-end=""117""><strong>Why Aria Melbourne ? </strong></p>
<p data-start=""100"" data-end=""117""><strong data-start=""100"" data-end=""117"">Universities:</strong></p>
<ul data-start=""119"" data-end=""412"">
<li data-start=""119"" data-end=""237"">
<p data-start=""121"" data-end=""237"">0.1 km: <strong data-start=""129"" data-end=""163"">Abbey Road Institute Australia</strong>,</p>
</li>
<li data-start=""239"" data-end=""412"">
<p data-start=""241"" data-end=""412"">0.3 km: <strong data-start=""249"" data-end=""293"">University of Melbourne Southbank Campus</strong></p>
</li>
</ul>
<p data-start=""414"" data-end=""428""><strong data-start=""414"" data-end=""428"">Landmarks:</strong></p>
<ul data-start=""430"" data-end=""654"">
<li data-start=""430"" data-end=""492"">
<p data-start=""432"" data-end=""492"">0.5 km: <strong data-start=""440"" data-end=""492"">National Gallery of Victoria (NGV International)</strong></p>
</li>
<li data-start=""494"" data-end=""529"">
<p data-start=""496"" data-end=""529"">0.6 km: <strong data-start=""504"" data-end=""529"">Arts Centre Melbourne</strong></p>
</li>
<li data-start=""531"" data-end=""575"">
<p data-start=""533"" data-end=""575"">0.8 km: <strong data-start=""541"" data-end=""575"">Royal Botanic Gardens Victoria</strong></p>
</li>
<li data-start=""577"" data-end=""608"">
<p data-start=""579"" data-end=""608"">1.0 km: <strong data-start=""587"" data-end=""608"">Federation Square</strong></p>
</li>
<li data-start=""610"" data-end=""654"">
<p data-start=""612"" data-end=""654"">1.2 km: <strong data-start=""620"" data-end=""654"">Melbourne Cricket Ground (MCG)</strong></p>
</li>
</ul>","Why Aria Melbourne ? Universities: 0.1 km: Abbey Road Institute Australia , 0.3 km: University of Melbourne Southbank Campus Landmarks: 0.5 km: National Gallery of Victoria (NGV International) 0.6 km: Arts Centre Melbourne 0.8 km: Royal Botanic Gardens Victoria 1.0 km: Federation Square 1.2 km: Melbourne Cricket Ground (MCG)",https://agent.sathomson.com.au/listing/aria-melbourne/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/am10.jpg,null,9/23/2024 7:29,3/3/2025 7:13
101,588,park-quarter,publish,Park Quarter,"<p><strong>Why Park Quarter ?</strong></p>
<p data-start=""101"" data-end=""118""><strong data-start=""101"" data-end=""118"">Universities:</strong></p>
<ul data-start=""120"" data-end=""253"">
<li data-start=""120"" data-end=""184"">
<p data-start=""122"" data-end=""184""><strong data-start=""122"" data-end=""162"">Wesley College, St Kilda Road Campus</strong>: Approximately 0.5 km</p>
</li>
<li data-start=""186"" data-end=""253"">
<p data-start=""188"" data-end=""253""><strong data-start=""188"" data-end=""233"">University of Melbourne, Southbank Campus</strong>: Approximately 2 km</p>
</li>
</ul>
<p data-start=""255"" data-end=""269""><strong data-start=""255"" data-end=""269"">Landmarks:</strong></p>
<ul data-start=""271"" data-end=""480"">
<li data-start=""271"" data-end=""320"">
<p data-start=""273"" data-end=""320""><strong data-start=""273"" data-end=""298"">Shrine of Remembrance</strong>: Approximately 1.5 km</p>
</li>
<li data-start=""322"" data-end=""378"">
<p data-start=""324"" data-end=""378""><strong data-start=""324"" data-end=""358"">Royal Botanic Gardens Victoria</strong>: Approximately 2 km</p>
</li>
<li data-start=""380"" data-end=""436"">
<p data-start=""382"" data-end=""436""><strong data-start=""382"" data-end=""414"">National Gallery of Victoria</strong>: Approximately 2.5 km</p>
</li>
<li data-start=""438"" data-end=""480"">
<p data-start=""440"" data-end=""480""><strong data-start=""440"" data-end=""460"">Albert Park Lake</strong>: Approximately 1 km</p>
</li>
</ul>","Why Park Quarter ? Universities: Wesley College, St Kilda Road Campus : Approximately 0.5 km University of Melbourne, Southbank Campus : Approximately 2 km Landmarks: Shrine of Remembrance : Approximately 1.5 km Royal Botanic Gardens Victoria : Approximately 2 km National Gallery of Victoria : Approximately 2.5 km Albert Park Lake : Approximately 1 km",https://agent.sathomson.com.au/listing/park-quarter/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/pq4.jpg,null,9/23/2024 3:00,8/4/2025 6:24
1,1804,solara,publish,Solara,"<p><b>Why Solara?</b></p>
<p><b>Universities:</b><b></b></p>
<ul>
<li>Monash University (Clayton Campus) : 5 km</li>
<li>Deakin University (Burwood Campus) : 8 km</li>
<li>Swinburne University of Technology (Hawthorn Campus) : 10 km</li>
</ul>
<p><b>Landmarks:</b><b></b></p>
<ul>
<li>The Glen Shopping Centre : 0.3 km</li>
<li>Glen Waverley Train Station : 0.4 km</li>
<li>Central Reserve : 1 km</li>
<li>Jells Park : 3 km</li>
<li>Brandon Park Shopping Centre : 4 km</li>
<li>Waverley Private Hospital : 2 km</li>
</ul>",Why Solara? Universities: Monash University (Clayton Campus) : 5 km Deakin University (Burwood Campus) : 8 km Swinburne University of Technology (Hawthorn Campus) : 10 km Landmarks: The Glen Shopping Centre : 0.3 km Glen Waverley Train Station : 0.4 km Central Reserve : 1 km Jells Park : 3 km Brandon Park Shopping Centre : 4 km Waverley Private Hospital : 2 km,https://agent.sathomson.com.au/listing/solara/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/11/Screenshot-2025-11-06-at-11.32.14 am.png,null,11/6/2025 0:30,11/6/2025 5:03
102,577,west-end-apartments,publish,West End Apartments,"<p><strong>Why West End Apartments ? </strong></p>
<p>West End consists of 4 apartment buildings; each building has its own individual address as follows.</p>
<ol>
<li>Building 2 – Adderley = 112 Adderley Street, West Melbourne</li>
<li>Building 3 – Mail House = 5 Wominjeka Walk, West Melbourne</li>
<li>Building 4 – Foundry = 25 Wominjeka Walk, West Melbourne</li>
<li>Building 5 – Spencer = 10 Wominjeka Walk, West Melbourne</li>
</ol>
<p> </p>
<p><strong>Amenities </strong></p>
<p>Residents have exclusive access to a 25 meter lap pool and spa, with resident gardens, BBQ facilities and outdoor dining also on offer. Also exclusively for residents is a private cinema where you can enjoy your favourite films with your guests, after dining in the resident’s private dining room. A convenient dog wash area, secure basement car parking and Tesla Car Charging Stations make living at West End a breeze.</p>
<p><strong> </strong></p>
<p><strong>Universities:</strong></p>
<ol>
<li><strong>RMIT University (City Campus)</strong> – Approximately 1.2 km away (5-minute drive or 15-minute walk).</li>
<li><strong>University of Melbourne (Parkville Campus)</strong> – Approximately 2.2 km away (7-minute drive or 25-minute walk).</li>
<li><strong>Victoria University (City Flinders Campus)</strong> – Approximately 1.5 km away (5-minute drive).</li>
<li><strong>La Trobe University (City Campus)</strong> – Approximately 2 km away (6-minute drive).</li>
</ol>
<p><strong>Landmarks:</strong></p>
<ol>
<li><strong>Flagstaff Gardens</strong> – Approximately 350 meters away (4-minute walk).</li>
<li><strong>Queen Victoria Market</strong> – Approximately 800 meters away (10-minute walk).</li>
<li><strong>Melbourne Central</strong> – Approximately 1.3 km away (15-minute walk).</li>
<li><strong>Southern Cross Station</strong> – Approximately 900 meters away (11-minute walk).</li>
</ol>","Why West End Apartments ? West End consists of 4 apartment buildings; each building has its own individual address as follows. Building 2 – Adderley = 112 Adderley Street, West Melbourne Building 3 – Mail House = 5 Wominjeka Walk, West Melbourne Building 4 – Foundry = 25 Wominjeka Walk, West Melbourne Building 5 – Spencer = 10 Wominjeka Walk, West Melbourne Amenities Residents have exclusive access to a 25 meter lap pool and spa, with resident gardens, BBQ facilities and outdoor dining also on offer. Also exclusively for residents is a private cinema where you can enjoy your favourite films with your guests, after dining in the resident’s private dining room. A convenient dog wash area, secure basement car parking and Tesla Car Charging Stations make living at West End a breeze. Universities: RMIT University (City Campus) – Approximately 1.2 km away (5-minute drive or 15-minute walk). University of Melbourne (Parkville Campus) – Approximately 2.2 km away (7-minute drive or 25-minute walk). Victoria University (City Flinders Campus) – Approximately 1.5 km away (5-minute drive). La Trobe University (City Campus) – Approximately 2 km away (6-minute drive). Landmarks: Flagstaff Gardens – Approximately 350 meters away (4-minute walk). Queen Victoria Market – Approximately 800 meters away (10-minute walk). Melbourne Central – Approximately 1.3 km away (15-minute walk). Southern Cross Station – Approximately 900 meters away (11-minute walk).",https://agent.sathomson.com.au/listing/west-end-apartments/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/09/we7.jpg,null,9/23/2024 2:01,9/23/2024 3:15
